Postingan,Kategori Pekerjaan
"Perusahaan kami mencari teknisi komputer yang ahli dalam pengelolaan data time-series, seperti log server atau data sensor, untuk melacak dan menganalisis perubahan sepanjang waktu.",Service Data
Kami mencari teknisi komputer yang memiliki pemahaman mendalam tentang enkripsi data dan dapat menerapkan teknologi keamanan kriptografi untuk melindungi informasi rahasia.,Service Keamanan
Perusahaan kami mencari teknisi komputer yang dapat memberikan kontribusi pada tim keamanan siber dengan mengelola dan memantau kejadian keamanan serta merespon insiden dengan cepat.,Service Keamanan
Mesin cuci saya mengalami kerusakan saat tidak bisa mengubah setelan suhu dan tingkat penggosokan. Saya sudah melakukan pengecekan visibel tapi masih tetap belum bisa dioperasikan. Saya membutuhkan bantuan seorang teknisi elektronik yang ahli dalam pemasangan dan servis mesin cuci. Terima kasih.,Servis Mesin Cuci
Perusahaan kami membuka lowongan untuk teknisi komputer yang memiliki pengetahuan mendalam tentang perangkat lunak komputer dan memiliki keterampilan untuk menangani berbagai tantangan di bidang tersebut.,Service Perangkat lunak
Dibutuhkan segera tukang las berpengalaman untuk proyek offshore yang menuntut keterampilan tinggi dalam pengelasan logam di lingkungan laut. Kami mencari individu yang mahir dalam pengelasan pipa dan struktur logam di platform lepas pantai. Pengalaman di industri minyak dan gas atau proyek offshore akan menjadi nilai tambah yang signifikan.,Tukang Las
"AC saya mengalami banyak masalah, seperti tidak menyala ketika ditekan tombol power ataupun over heating pada saat digunakan. Saya ingin memanggil seorang teknisi elektronik yang ahli untuk memperbaiki dan melakukan servis pada AC saya.",Servis AC
"Kami membutuhkan tukang cat yang berpengalaman dalam proyek eksterior. Kualifikasi: familiar dengan cat tahan cuaca, mampu bekerja di luar ruangan, dan memiliki pengetahuan mendalam tentang persiapan permukaan.",Tukang Cat
"ika Anda memiliki pengalaman dalam pengelolaan data besar dan penggunaan teknologi Hadoop atau Spark, kami ingin mendengar lebih banyak tentang bagaimana Anda dapat berkontribusi pada tim kami.",Service Data
"Dibutuhkan segera tukang las berpengalaman untuk proyek konstruksi logam yang menuntut presisi tinggi. Kami mencari individu yang mahir dalam berbagai teknik pengelasan, termasuk pengelasan MIG, TIG, dan pengelasan logam berat. Pengalaman lebih dari 10 tahun atau portofolio proyek sebelumnya akan menjadi nilai tambah.",Tukang Las
Rumah saya memiliki beberapa unit AC yang butuh perbaikan segera. Saya sedang mencari teknisi servis AC yang handal dan dapat diandalkan untuk datang ke lokasi. Mohon untuk segera menghubungi saya jika Anda tersedia. Terima kasih!,Servis AC
"Sound system band kami mengalami gangguan yang mendesak dan kritis. Dengan penampilan penting di depan kami, diperlukan bantuan teknisi elektronik yang ahli dalam memperbaiki sistem ini. Perlu segera diatasi agar kami bisa melanjutkan latihan dan pertunjukan kami dengan lancar. Jika Anda memiliki keahlian dan pengalaman dalam memperbaiki sound system, kami membutuhkan bantuan Anda segera. Mohon hubungi kami untuk jadwal yang dapat disesuaikan.",Servis Soundsystem
"Lowongan teknisi komputer kami terbuka bagi individu yang memiliki pengetahuan mendalam tentang teknologi keamanan siber, termasuk implementasi solusi enkripsi end-to-end.",Service Keamanan
Lowongan teknisi komputer kami terbuka bagi individu yang memiliki pengalaman dalam penggunaan teknologi blockchain untuk meningkatkan keamanan dan transparansi data.,Service Data
"Kami sedang mencari teknisi komputer yang handal dan berpengalaman untuk menangani berbagai masalah perangkat keras, termasuk kerusakan motherboard, komponen elektronik, masalah daya, dan gangguan perangkat keras lainnya.",Service Perangkat keras
"Kami membuka lowongan untuk teknisi komputer yang memiliki keahlian dalam implementasi dan pemantauan kebijakan keamanan, serta dapat merancang solusi untuk melindungi sistem dan data.",Service Keamanan
"Dibutuhkan tukang cat bangunan dengan spesialisasi anti-graffiti. Kualifikasi mencakup pemahaman tentang cat anti-graffiti, kemampuan membersihkan cat vandalisme, dan keahlian dalam menciptakan lapisan yang mudah dibersihkan.",Tukang Cat
"Kami mencari tukang cat bangunan yang bersemangat untuk berkontribusi pada proyek komunitas. Kualifikasi mencakup kemampuan untuk bekerja dengan tim, keterampilan komunikasi yang baik, dan dedikasi untuk meningkatkan lingkungan komunitas melalui seni cat.",Tukang Cat
"Kesempatan berkarier terbuka bagi teknisi komputer yang ahli dalam pemecahan masalah perangkat lunak. Jika Anda memiliki kemampuan untuk melakukan pembaruan sistem operasi dengan lancar, menangani konflik aplikasi, dan memberikan pelatihan terkait penggunaan perangkat lunak, kami ingin melihat resume Anda.",Service Perangkat lunak
Kami membuka kesempatan bagi teknisi komputer yang mahir dalam pemodelan data multidimensional dan OLAP (Online Analytical Processing) untuk bergabung dalam tim kami.,Service Data
Sound system saya tidak menghasilkan suara dan tampaknya membutuhkan perawatan. Permasalahan ini urgent karena saya membutuhkan sound untuk tampil dalam seminggu. Saya mencari teknisi elektronik yang berpengalaman yang bisa mengobati dan mungkin memperbaiki sound system ini.,Servis Soundsystem
"Dibutuhkan tukang las tembaga dengan keterampilan artistik untuk proyek interior kafe dan restoran. Kualifikasi mencakup keahlian dalam mengelas tembaga dengan keanggunan, pemahaman desain interior, dan kemampuan untuk menciptakan elemen dekoratif yang menarik.",Tukang Las
"Kami sedang mencari tukang semen berpengalaman untuk proyek pemeliharaan fasilitas industri. Kualifikasi melibatkan setidaknya 1 tahun pengalaman dalam pemeliharaan dan perbaikan lantai beton industri, pemahaman tentang tahan lama dan tahan ausnya material beton, serta kemampuan untuk bekerja dalam lingkungan industri yang dinamis.",Tukang Semen
"Lowongan pekerjaan terbuka untuk teknisi komputer yang mengutamakan keahlian dalam memperbaiki perangkat keras. Jika Anda memiliki pengalaman dalam mengganti komponen, melakukan upgrade, dan memahami struktur internal perangkat keras komputer, kami ingin mendengar dari Anda.",Service Perangkat keras
"Dibutuhkan tukang las logam untuk proyek pengeboran minyak. Kualifikasi mencakup pengalaman dalam mengelas logam di lingkungan berat, pemahaman tentang kebutuhan struktural pengeboran, dan kepatuhan terhadap standar keselamatan industri minyak dan gas.",Tukang Las
"Soundsystem saya mengalami kerusakan dan membutuhkan servis untuk menyelesaikan masalahnya. Terlihat bahwa suara outputnya berkurang dan permukaan suaranya berantakan, serta panel kontrol pun tidak mau merespon ketika ditekan. Oleh karena itu, saya sangat ingin menemukan seorang teknisi elektronik ahli yang bisa memperbaiki soundsystem saya.",Servis Soundsystem
"Kami sedang mencari tukang cat kayu dan bangunan berbakat yang memiliki keahlian khusus untuk bergabung dengan tim kami yang dinamis dan berkembang pesat. Jika Anda memiliki pengalaman dalam industri ini dan memiliki ketertarikan yang tinggi terhadap detail, kebersihan, dan hasil kerja berkualitas tinggi, maka Anda mungkin menjadi orang yang kami cari!",Tukang Cat
"Proyek rumah komplek bertingkat dan modern kami membuka peluang bagi tukang semen berpengalaman. Jika Anda memiliki keahlian dalam pengecoran pondasi yang kokoh, ini adalah kesempatan Anda. Tidak ada batasan pengalaman yang disyaratkan, yang terpenting adalah komitmen untuk memberikan yang terbaik. Segera kirimkan lamaran Anda!",Tukang Semen
"Keahlian cat Anda bisa menjadi aset berharga bagi proyek-proyek kami yang sedang berkembang. Bergabunglah dengan tim kami yang berfokus pada kualitas dan detail, dan rasakan kepuasan melihat karya seni Anda menghiasi ruang. Segera kirimkan aplikasi Anda!",Tukang Cat
Lowongan ini ditujukan bagi tukang pahat kayu yang memiliki keahlian dalam menciptakan karya seni yang memukau. Kami mencari individu yang memiliki pengalaman dalam merancang dan menghasilkan pahatan kayu berkualitas tinggi.,Tukang Kayu
"Mesin cuci saya mengalami kerusakan dan tidak beroperasi dengan baik. Beberapa hal yang sudah saya lakukan untuk menyelesaikan masalahnya tetapi masih tidak berhasil. Oleh karena itu, saya masih mencari seorang teknisi elektronik yang dapat membantu saya memperbaiki masalah pada mesin cuci tersebut.",Servis Mesin Cuci
Beberapa unit AC di kantor saya bermasalah; mengalami kendala dalam memberikan pendinginan yang optimal dan terdengar suara tidak wajar saat dinyalakan. Saya sedang mencari teknisi servis AC yang dapat memeriksa dan mengatasi masalah pada beberapa unit AC ini. Mohon untuk segera menghubungi saya jika Anda memiliki keahlian dalam perbaikan AC. Terima kasih!,Servis AC
"Kesempatan bagi tukang cor dan semen dengan keahlian khusus, seperti pengecoran dinding bata ekspos dan elemen-elemen dekoratif beton. Kualifikasi mencakup pengalaman minimal 5 tahun dalam proyek khusus, kemampuan untuk menghasilkan hasil akhir yang presisi, dan pemahaman mendalam tentang bahan-bahan dan aditif beton.",Tukang Semen
Laundry kami menghadapi kendala dengan mesin cuci yang mengalami kesulitan dalam memulai dan menyelesaikan siklus pencucian secara konsisten. Kami membutuhkan bantuan seorang teknisi elektronik yang berpengalaman dalam memperbaiki masalah ini. Mohon hubungi kami segera jika Anda memiliki keahlian yang sesuai.,Servis Mesin Cuci
Kami mencari tukang batu kreatif untuk menciptakan patung miniatur unik yang akan digunakan untuk taman. Pengalaman lebih dari 10 tahun atau portofolio proyek kreatif sangat diharapkan karena kami mencari pekerja yang serius dan memiliki minat tinggi dalam menjalankan proyek kami ini.,Tukang Batu
"Dicari tukang cat tembok profesional dengan fokus pada pengecatan yang presisi. Jika Anda memiliki kemampuan untuk mencapai hasil yang rapi dan berkualitas tinggi, kami ingin Anda bergabung dengan proyek-proyek kami yang menarik. Lamar sekarang!",Tukang Cat
"Televisi Digital Saya yang sedang mengalami kerusakan tidak lagi merespons tontonan. Saya telah mencoba membereskannya sendiri, tapi masih ada sesuatu yang salah. Jadi saya ingin memanggil seorang teknisi elektronik agar dapat menyelesaikan masalah dan memastikan bahwa televisi saya berfungsi seperti yang seharusnya. Terima kasih.",Servis Televisi
Smart TV yang saya miliki mengalami masalah teknis dimana layar televisi tidak menampilkan gambar dengan jelas dan sering mengalami mati mendadak. Masalah ini sudah terjadi sejak kurang lebih dua minggu yang lalu. Saya sedang mencari teknisi elektronik yang ahli dalam perbaikan TV untuk membantu menyelesaikan masalah ini. Mohon untuk segera menghubungi saya jika Anda memiliki keterampilan yang sesuai. Terima kasih,Servis Televisi
"Jika Anda memiliki kemampuan dalam merencanakan dan melaksanakan kebijakan keamanan informasi, kami ingin Anda menjadi bagian dari tim teknis kami yang berfokus pada perlindungan data.",Service Sistem
"Kami sedang menjalani proyek yang membutuhkan tukang cat berpengalaman dalam penerapan berbagai jenis cat, termasuk cat akrilik, cat minyak, dan cat tekstur. Proyek kami memiliki deadline yang sangat padat sehingga butuh orang yang sigap dan bersedia bekerja di bawah tekanan. Jika memiliki pengalaman ikut training seputar pengecatan atau bahkan sertifikasi khusus akan sangat kami pertimbangkan untuk menjadi bagian dari tim kami. Silahkan segera hubungi kami secepat mungkin.",Tukang Cat
"Pada rumah saya terdapat beberapa pendingin ruangan (AC) yang mengalami kerusakan, mulai dari suara berisik saat dihidupkan, kerusakan komponen internal, hingga kebocoran freon. Kondisi AC saat ini memerlukan serius pekerjaan perbaikan.",Servis AC
Kami mencari tukang las yang ahli dalam proyek seni logam dan karya seni instalasi. Pekerjaan mencakup pembuatan dan pengelasan karya seni logam yang inovatif. Pelamar diharapkan memiliki keterampilan seni dan kreativitas tinggi dalam penggunaan logam sebagai medium artistik.,Tukang Las
"Saya memiliki sebuah ac yang sudah tidak menghasilkan pendinginan dan mengeluarkan suara berisik. Permasalahan ini sudah berlangsung selama 4 bulan. Oleh karena itu, saya membutuhkan teknisi elektronik untuk melakukan servis terhadap ac. Terima Kasih.",Servis AC
"Kami sedang mencari teknisi elektronik untuk memperbaiki mesin cuci milik kami yang mengalami kerusakan. Ada beberapa masalah yang terjadi, seperti mesin menyala tapi tidak berfungsi, mesin berputar tapi air tidak mengalir, dan ada juga bau buruk yang berasal dari dalam mesin cuci.",Servis Mesin Cuci
"Kami membuka peluang bagi teknisi komputer yang ahli dalam melakukan audit keamanan dan asesmen risiko, serta dapat merancang dan melaksanakan strategi pengamanan yang efektif.",Service Keamanan
Saya sedang mencari teknisi elektronik yang bisa memperbaiki kulkas saya yang sedang rusak. Rusaknya kulkas berupa gangguan pada ruang pendingin utamanya yang sudah berlangsung sejak 2 minggu lalu. Saya sangat membutuhkan bantuan teknisi profesional untuk bisa mengembalikan kondisi kulkas normal seperti semula.,Servis Kulkas
"Terdapat masalah pada TV digital yang saya miliki; layarnya menampilkan garis-garis yang mengganggu dan sering kali kehilangan sinyal saat digunakan. Masalah ini telah berlangsung sejak kurang lebih dua minggu yang lalu. Saya sedang mencari teknisi elektronik yang dapat membantu memperbaiki dan menangani masalah ini. Jika Anda memiliki keahlian yang diperlukan, harap segera hubungi saya.",Servis Televisi
"Jika Anda memiliki keterampilan dalam pengujian perangkat lunak dan memastikan kualitas produk, kami mengajak Anda untuk menjadi bagian dari tim teknis kami yang berfokus pada perangkat lunak.",Service Perangkat lunak
Lowongan untuk beberapa tukang cat profesional yang mengerti berbagai jenis cat. Kemampuan dalam mencampur warna untuk menciptakan hasil yang diinginkan oleh klien sangat dibutuhkan. Siap bekerja pada proyek pengecatan gedung bertingkat.,Tukang Cat
"Mesin cuci saya tidak berfungsi normal, sudah saya lakukan perawatan dan semua setelannya sudah benar tetapi tidak ada perubahan. Saya perlu teknisi elektronik yang berpengalaman untuk memperbaiki masalah ini. Terimakasih.",Servis Mesin Cuci
Kami mengajak para profesional teknisi komputer yang memiliki keahlian dalam merancang dan mengelola sistem penyimpanan berbasis cloud untuk melamar posisi di tim kami.,Service Data
"Mesin cuci saya saat ini mengalami permasalahan. Saat memasukkan baju kering ke dalam mesin, nole rusak, sehingga mesin tidak bekerja sama sekali. Entah jurusan atau perangkat bagianya yang rusak, tapi ini membutuhkan bantuan teknisi elektronik guna memperbaiki masalahnya.",Servis Mesin Cuci
